"loc","year","month","deaths","deaths_lower","deaths_upper"
"West North Central",2014,8,"211","NA","NA"
"West North Central",2014,9,"188","NA","NA"
"West North Central",2014,10,"197","NA","NA"
"West North Central",2014,11,"178","NA","NA"
"West North Central",2014,12,"209","NA","NA"
"West North Central",2015,1,"231","NA","NA"
"West North Central",2015,2,"199","NA","NA"
"West North Central",2015,3,"228","NA","NA"
"West North Central",2015,4,"207","NA","NA"
"West North Central",2015,5,"250","NA","NA"
"West North Central",2015,6,"212","NA","NA"
"West North Central",2015,7,"214","NA","NA"
"West North Central",2015,8,"198","NA","NA"
"West North Central",2015,9,"217","NA","NA"
"West North Central",2015,10,"197","NA","NA"
"West North Central",2015,11,"185","NA","NA"
"West North Central",2015,12,"199","NA","NA"
"West North Central",2016,1,"244","NA","NA"
"West North Central",2016,2,"254","NA","NA"
"West North Central",2016,3,"235","NA","NA"
"West North Central",2016,4,"246","NA","NA"
"West North Central",2016,5,"236","NA","NA"
"West North Central",2016,6,"242","NA","NA"
"West North Central",2016,7,"229","NA","NA"
"West North Central",2016,8,"260","NA","NA"
"West North Central",2016,9,"236","NA","NA"
"West North Central",2016,10,"232","NA","NA"
"West North Central",2016,11,"260","NA","NA"
"West North Central",2016,12,"262","NA","NA"
"West North Central",2017,1,"277","NA","NA"
"West North Central",2017,2,"250","NA","NA"
"West North Central",2017,3,"259","NA","NA"
"West North Central",2017,4,"220","NA","NA"
"West North Central",2017,5,"256","NA","NA"
"West North Central",2017,6,"244","NA","NA"
"West North Central",2017,7,"237","NA","NA"
"West North Central",2017,8,"263","NA","NA"
"West North Central",2017,9,"282","NA","NA"
"West North Central",2017,10,"270","NA","NA"
"West North Central",2017,11,"248","NA","NA"
"West North Central",2017,12,"261","NA","NA"
"West North Central",2018,1,"250","NA","NA"
"West North Central",2018,2,"243","NA","NA"
"West North Central",2018,3,"260","NA","NA"
"West North Central",2018,4,"237","NA","NA"
"West North Central",2018,5,"256","NA","NA"
"West North Central",2018,6,"286","NA","NA"
"West North Central",2018,7,"276","NA","NA"
"West North Central",2018,8,"267","NA","NA"
"West North Central",2018,9,"261","NA","NA"
"West North Central",2018,10,"283","NA","NA"
"West North Central",2018,11,"261","NA","NA"
"West North Central",2018,12,"263","NA","NA"
"West North Central",2019,1,"318","NA","NA"
"West North Central",2019,2,"277","NA","NA"
"West North Central",2019,3,"278","NA","NA"
"West North Central",2019,4,"245","NA","NA"
"West North Central",2019,5,"262","NA","NA"
"West North Central",2019,6,"260","NA","NA"
"West North Central",2019,7,"315","NA","NA"
"West North Central",2019,8,"313","NA","NA"
"West North Central",2019,9,"303","NA","NA"
"West North Central",2019,10,"270","NA","NA"
"West North Central",2019,11,"300","NA","NA"
"West North Central",2019,12,"318","NA","NA"
"West North Central",2020,1,"313","302","324"
"West North Central",2020,2,"327","315","339"
"West North Central",2020,3,"364","350","378"
"West North Central",2020,4,"396","381","411"
"West North Central",2020,5,"421","405","437"
"West North Central",2020,6,"361","346","376"
"West North Central",2020,7,"362","348","376"
"West North Central",2020,8,"376","361","391"
"West North Central",2020,9,"348","335","361"
"West South Central",2014,1,"389","NA","NA"
"West South Central",2014,2,"415","NA","NA"
"West South Central",2014,3,"402","NA","NA"
"West South Central",2014,4,"378","NA","NA"
"West South Central",2014,5,"377","NA","NA"
"West South Central",2014,6,"384","NA","NA"
"West South Central",2014,7,"339","NA","NA"
"West South Central",2014,8,"370","NA","NA"
"West South Central",2014,9,"362","NA","NA"
"West South Central",2014,10,"368","NA","NA"
"West South Central",2014,11,"363","NA","NA"
"West South Central",2014,12,"364","NA","NA"
"West South Central",2015,1,"386","NA","NA"
"West South Central",2015,2,"337","NA","NA"
"West South Central",2015,3,"445","NA","NA"
"West South Central",2015,4,"362","NA","NA"
"West South Central",2015,5,"395","NA","NA"
"West South Central",2015,6,"371","NA","NA"
"West South Central",2015,7,"409","NA","NA"
"West South Central",2015,8,"401","NA","NA"
"West South Central",2015,9,"391","NA","NA"
"West South Central",2015,10,"376","NA","NA"
"West South Central",2015,11,"340","NA","NA"
"West South Central",2015,12,"354","NA","NA"
"West South Central",2016,1,"396","NA","NA"
"West South Central",2016,2,"421","NA","NA"
"West South Central",2016,3,"417","NA","NA"
"West South Central",2016,4,"423","NA","NA"
"West South Central",2016,5,"440","NA","NA"
"West South Central",2016,6,"414","NA","NA"
"West South Central",2016,7,"474","NA","NA"
"West South Central",2016,8,"447","NA","NA"
"West South Central",2016,9,"411","NA","NA"
"West South Central",2016,10,"396","NA","NA"
"West South Central",2016,11,"380","NA","NA"
"West South Central",2016,12,"422","NA","NA"
"West South Central",2017,1,"434","NA","NA"
"West South Central",2017,2,"425","NA","NA"
"West South Central",2017,3,"444","NA","NA"
"West South Central",2017,4,"436","NA","NA"
"West South Central",2017,5,"453","NA","NA"
"West South Central",2017,6,"452","NA","NA"
"West South Central",2017,7,"498","NA","NA"
"West South Central",2017,8,"413","NA","NA"
"West South Central",2017,9,"431","NA","NA"
"West South Central",2017,10,"387","NA","NA"
"West South Central",2017,11,"469","NA","NA"
"West South Central",2017,12,"476","NA","NA"
"West South Central",2018,1,"454","NA","NA"
"West South Central",2018,2,"430","NA","NA"
"West South Central",2018,3,"458","NA","NA"
"West South Central",2018,4,"432","NA","NA"
"West South Central",2018,5,"479","NA","NA"
"West South Central",2018,6,"480","NA","NA"
"West South Central",2018,7,"461","NA","NA"
"West South Central",2018,8,"474","NA","NA"
"West South Central",2018,9,"431","NA","NA"
"West South Central",2018,10,"402","NA","NA"
"West South Central",2018,11,"405","NA","NA"
"West South Central",2018,12,"399","NA","NA"
"West South Central",2019,1,"417","NA","NA"
"West South Central",2019,2,"364","NA","NA"
"West South Central",2019,3,"433","NA","NA"
"West South Central",2019,4,"426","NA","NA"
"West South Central",2019,5,"463","NA","NA"
"West South Central",2019,6,"424","NA","NA"
"West South Central",2019,7,"459","NA","NA"
"West South Central",2019,8,"499","NA","NA"
"West South Central",2019,9,"443","NA","NA"
"West South Central",2019,10,"500","NA","NA"
"West South Central",2019,11,"507","NA","NA"
"West South Central",2019,12,"501","NA","NA"
"West South Central",2020,1,"503","481","525"
"West South Central",2020,2,"462","441","483"
"West South Central",2020,3,"569","542","596"
"West South Central",2020,4,"630","601","659"
"West South Central",2020,5,"704","671","737"
"West South Central",2020,6,"640","609","671"
"West South Central",2020,7,"723","688","758"
"West South Central",2020,8,"743","708","778"
"West South Central",2020,9,"609","580","638"
"South Dakota",2014,1,"<10","NA","NA"
"South Dakota",2014,2,"<10","NA","NA"
"South Dakota",2014,3,"<10","NA","NA"
"South Dakota",2014,4,"<10","NA","NA"
"South Dakota",2014,5,"<10","NA","NA"
"South Dakota",2014,6,"<10","NA","NA"
"South Dakota",2014,7,"<10","NA","NA"
"South Dakota",2014,8,"<10","NA","NA"
"South Dakota",2014,9,"<10","NA","NA"
"South Dakota",2014,10,"<10","NA","NA"
"South Dakota",2014,11,"<10","NA","NA"
"South Dakota",2014,12,"<10","NA","NA"
"South Dakota",2015,1,"<10","NA","NA"
"South Dakota",2015,2,"<10","NA","NA"
"South Dakota",2015,3,"<10","NA","NA"
"South Dakota",2015,4,"<10","NA","NA"
"South Dakota",2015,5,"<10","NA","NA"
"South Dakota",2015,6,"<10","NA","NA"
"South Dakota",2015,7,"<10","NA","NA"
"South Dakota",2015,8,"<10","NA","NA"
"South Dakota",2015,9,"<10","NA","NA"
"South Dakota",2015,10,"<10","NA","NA"
"South Dakota",2015,11,"<10","NA","NA"
"South Dakota",2015,12,"<10","NA","NA"
"South Dakota",2016,1,"<10","NA","NA"
"South Dakota",2016,2,"<10","NA","NA"
"South Dakota",2016,3,"<10","NA","NA"
"South Dakota",2016,4,"<10","NA","NA"
"South Dakota",2016,5,"<10","NA","NA"
"South Dakota",2016,6,"<10","NA","NA"
"South Dakota",2016,7,"<10","NA","NA"
"South Dakota",2016,8,"<10","NA","NA"
"South Dakota",2016,9,"<10","NA","NA"
"South Dakota",2016,10,"<10","NA","NA"
"South Dakota",2016,11,"<10","NA","NA"
"South Dakota",2016,12,"<10","NA","NA"
"South Dakota",2017,1,"10","NA","NA"
"South Dakota",2017,2,"<10","NA","NA"
"South Dakota",2017,3,"<10","NA","NA"
"South Dakota",2017,4,"<10","NA","NA"
"South Dakota",2017,5,"10","NA","NA"
"South Dakota",2017,6,"<10","NA","NA"
"South Dakota",2017,7,"<10","NA","NA"
"South Dakota",2017,8,"<10","NA","NA"
"South Dakota",2017,9,"<10","NA","NA"
"South Dakota",2017,10,"<10","NA","NA"
"South Dakota",2017,11,"<10","NA","NA"
"South Dakota",2017,12,"<10","NA","NA"
"South Dakota",2018,1,"<10","NA","NA"
"South Dakota",2018,2,"<10","NA","NA"
"South Dakota",2018,3,"<10","NA","NA"
"South Dakota",2018,4,"<10","NA","NA"
"South Dakota",2018,5,"<10","NA","NA"
"South Dakota",2018,6,"<10","NA","NA"
"South Dakota",2018,7,"<10","NA","NA"
"South Dakota",2018,8,"<10","NA","NA"
"South Dakota",2018,9,"<10","NA","NA"
"South Dakota",2018,10,"<10","NA","NA"
"South Dakota",2018,11,"<10","NA","NA"
"South Dakota",2018,12,"<10","NA","NA"
"South Dakota",2019,1,"<10","NA","NA"
"South Dakota",2019,2,"<10","NA","NA"
"South Dakota",2019,3,"<10","NA","NA"
"South Dakota",2019,4,"<10","NA","NA"
"South Dakota",2019,5,"<10","NA","NA"
"South Dakota",2019,6,"<10","NA","NA"
"South Dakota",2019,7,"<10","NA","NA"
"South Dakota",2019,8,"12","NA","NA"
"South Dakota",2019,9,"<10","NA","NA"
"South Dakota",2019,10,"<10","NA","NA"
"South Dakota",2019,11,"<10","NA","NA"
"South Dakota",2019,12,"<10","NA","NA"
"South Dakota",2020,1,"<10","<10","<10"
"South Dakota",2020,2,"<10","<10","11"
"South Dakota",2020,3,"12","<10","16"
"South Dakota",2020,4,"10","<10","14"
"South Dakota",2020,5,"<10","<10","<10"
"South Dakota",2020,6,"<10","<10","13"
"South Dakota",2020,7,"<10","<10","<10"
"South Dakota",2020,8,"<10","<10","<10"
"South Dakota",2020,9,"<10","<10","<10"
"Iowa",2014,1,"18","NA","NA"
"Iowa",2014,2,"24","NA","NA"
"Iowa",2014,3,"23","NA","NA"
"Iowa",2014,4,"30","NA","NA"
"Iowa",2014,5,"21","NA","NA"
"Iowa",2014,6,"15","NA","NA"
"Iowa",2014,7,"14","NA","NA"
"Iowa",2014,8,"25","NA","NA"
"Iowa",2014,9,"16","NA","NA"
"Iowa",2014,10,"22","NA","NA"
"Iowa",2014,11,"20","NA","NA"
"Iowa",2014,12,"36","NA","NA"
"Iowa",2015,1,"19","NA","NA"
"Iowa",2015,2,"24","NA","NA"
"Iowa",2015,3,"24","NA","NA"
"Iowa",2015,4,"29","NA","NA"
"Iowa",2015,5,"34","NA","NA"
"Iowa",2015,6,"27","NA","NA"
"Iowa",2015,7,"29","NA","NA"
"Iowa",2015,8,"21","NA","NA"
"Iowa",2015,9,"29","NA","NA"
"Iowa",2015,10,"20","NA","NA"
"Iowa",2015,11,"22","NA","NA"
"Iowa",2015,12,"31","NA","NA"
"Iowa",2016,1,"22","NA","NA"
"Iowa",2016,2,"25","NA","NA"
"Iowa",2016,3,"26","NA","NA"
"Iowa",2016,4,"29","NA","NA"
"Iowa",2016,5,"37","NA","NA"
"Iowa",2016,6,"20","NA","NA"
"Iowa",2016,7,"20","NA","NA"
"Iowa",2016,8,"29","NA","NA"
"Iowa",2016,9,"27","NA","NA"
"Iowa",2016,10,"26","NA","NA"
"Iowa",2016,11,"29","NA","NA"
"Iowa",2016,12,"24","NA","NA"
"Iowa",2017,1,"36","NA","NA"
"Iowa",2017,2,"32","NA","NA"
"Iowa",2017,3,"30","NA","NA"
"Iowa",2017,4,"23","NA","NA"
"Iowa",2017,5,"34","NA","NA"
"Iowa",2017,6,"31","NA","NA"
"Iowa",2017,7,"22","NA","NA"
"Iowa",2017,8,"31","NA","NA"
"Iowa",2017,9,"23","NA","NA"
"Iowa",2017,10,"30","NA","NA"
"Iowa",2017,11,"26","NA","NA"
"Iowa",2017,12,"23","NA","NA"
"Iowa",2018,1,"26","NA","NA"
"Iowa",2018,2,"26","NA","NA"
"Iowa",2018,3,"24","NA","NA"
"Iowa",2018,4,"20","NA","NA"
"Iowa",2018,5,"26","NA","NA"
"Iowa",2018,6,"27","NA","NA"
"Iowa",2018,7,"22","NA","NA"
"Iowa",2018,8,"22","NA","NA"
"Iowa",2018,9,"27","NA","NA"
"Iowa",2018,10,"22","NA","NA"
"Iowa",2018,11,"21","NA","NA"
"Iowa",2018,12,"24","NA","NA"
"Iowa",2019,1,"30","NA","NA"
"Iowa",2019,2,"25","NA","NA"
"Iowa",2019,3,"26","NA","NA"
"Iowa",2019,4,"28","NA","NA"
"Iowa",2019,5,"26","NA","NA"
"Iowa",2019,6,"19","NA","NA"
"Iowa",2019,7,"37","NA","NA"
"Iowa",2019,8,"28","NA","NA"
"Iowa",2019,9,"38","NA","NA"
"Iowa",2019,10,"27","NA","NA"
"Iowa",2019,11,"30","NA","NA"
"Iowa",2019,12,"39","NA","NA"
"Iowa",2020,1,"26","22","30"
"Iowa",2020,2,"42","36","48"
"Iowa",2020,3,"37","32","42"
"Iowa",2020,4,"42","36","48"
"Iowa",2020,5,"35","31","39"
"Iowa",2020,6,"36","31","41"
"Iowa",2020,7,"35","30","40"
"Iowa",2020,8,"28","24","32"
"Iowa",2020,9,"47","41","53"
"Nebraska",2014,1,"13","NA","NA"
"Nebraska",2014,2,"<10","NA","NA"
"Nebraska",2014,3,"<10","NA","NA"
"Nebraska",2014,4,"15","NA","NA"
"Nebraska",2014,5,"12","NA","NA"
"Nebraska",2014,6,"<10","NA","NA"
"Nebraska",2014,7,"<10","NA","NA"
"Nebraska",2014,8,"12","NA","NA"
"Nebraska",2014,9,"<10","NA","NA"
"Nebraska",2014,10,"12","NA","NA"
"Nebraska",2014,11,"12","NA","NA"
"Nebraska",2014,12,"15","NA","NA"
"Nebraska",2015,1,"12","NA","NA"
"Nebraska",2015,2,"<10","NA","NA"
"Nebraska",2015,3,"11","NA","NA"
"Nebraska",2015,4,"10","NA","NA"
"Nebraska",2015,5,"14","NA","NA"
"Nebraska",2015,6,"11","NA","NA"
"Nebraska",2015,7,"<10","NA","NA"
"Nebraska",2015,8,"11","NA","NA"
"Nebraska",2015,9,"12","NA","NA"
"Nebraska",2015,10,"12","NA","NA"
"Nebraska",2015,11,"<10","NA","NA"
"Nebraska",2015,12,"11","NA","NA"
"Nebraska",2016,1,"11","NA","NA"
"Nebraska",2016,2,"13","NA","NA"
"Nebraska",2016,3,"12","NA","NA"
"Nebraska",2016,4,"11","NA","NA"
"Nebraska",2016,5,"10","NA","NA"
"Nebraska",2016,6,"<10","NA","NA"
"Nebraska",2016,7,"<10","NA","NA"
"Nebraska",2016,8,"12","NA","NA"
"Nebraska",2016,9,"<10","NA","NA"
"Nebraska",2016,10,"<10","NA","NA"
"Nebraska",2016,11,"11","NA","NA"
"Nebraska",2016,12,"10","NA","NA"
"Nebraska",2017,1,"12","NA","NA"
"Nebraska",2017,2,"14","NA","NA"
"Nebraska",2017,3,"<10","NA","NA"
"Nebraska",2017,4,"10","NA","NA"
"Nebraska",2017,5,"15","NA","NA"
"Nebraska",2017,6,"12","NA","NA"
"Nebraska",2017,7,"11","NA","NA"
"Nebraska",2017,8,"14","NA","NA"
"Nebraska",2017,9,"15","NA","NA"
"Nebraska",2017,10,"18","NA","NA"
"Nebraska",2017,11,"19","NA","NA"
"Nebraska",2017,12,"10","NA","NA"
"Nebraska",2018,1,"<10","NA","NA"
"Nebraska",2018,2,"13","NA","NA"
"Nebraska",2018,3,"17","NA","NA"
"Nebraska",2018,4,"11","NA","NA"
"Nebraska",2018,5,"14","NA","NA"
"Nebraska",2018,6,"12","NA","NA"
"Nebraska",2018,7,"11","NA","NA"
"Nebraska",2018,8,"<10","NA","NA"
"Nebraska",2018,9,"<10","NA","NA"
"Nebraska",2018,10,"<10","NA","NA"
"Nebraska",2018,11,"16","NA","NA"
"Nebraska",2018,12,"14","NA","NA"
"Nebraska",2019,1,"14","NA","NA"
"Nebraska",2019,2,"16","NA","NA"
"Nebraska",2019,3,"20","NA","NA"
"Nebraska",2019,4,"<10","NA","NA"
"Nebraska",2019,5,"11","NA","NA"
"Nebraska",2019,6,"11","NA","NA"
"Nebraska",2019,7,"13","NA","NA"
"Nebraska",2019,8,"13","NA","NA"
"Nebraska",2019,9,"16","NA","NA"
"Nebraska",2019,10,"10","NA","NA"
"Nebraska",2019,11,"17","NA","NA"
"Nebraska",2019,12,"12","NA","NA"
"Nebraska",2020,1,"12","<10","16"
"Nebraska",2020,2,"13","<10","18"
"Nebraska",2020,3,"27","17","37"
"Nebraska",2020,4,"22","14","30"
"Nebraska",2020,5,"23","14","32"
"Nebraska",2020,6,"17","11","23"
"Nebraska",2020,7,"13","<10","18"
"Nebraska",2020,8,"24","15","33"
"Nebraska",2020,9,"26","16","36"
"North Dakota",2014,1,"<10","NA","NA"
"North Dakota",2014,2,"<10","NA","NA"
"North Dakota",2014,3,"<10","NA","NA"
"North Dakota",2014,4,"<10","NA","NA"
"North Dakota",2014,5,"<10","NA","NA"
"North Dakota",2014,6,"<10","NA","NA"
"North Dakota",2014,7,"<10","NA","NA"
"North Dakota",2014,8,"<10","NA","NA"
"North Dakota",2014,9,"<10","NA","NA"
"North Dakota",2014,10,"<10","NA","NA"
"North Dakota",2014,11,"<10","NA","NA"
"North Dakota",2014,12,"<10","NA","NA"
"North Dakota",2015,1,"<10","NA","NA"
"North Dakota",2015,2,"<10","NA","NA"
"North Dakota",2015,3,"<10","NA","NA"
"North Dakota",2015,4,"<10","NA","NA"
"North Dakota",2015,5,"11","NA","NA"
"North Dakota",2015,6,"<10","NA","NA"
"North Dakota",2015,7,"<10","NA","NA"
"North Dakota",2015,8,"<10","NA","NA"
"North Dakota",2015,9,"<10","NA","NA"
"North Dakota",2015,10,"<10","NA","NA"
"North Dakota",2015,11,"<10","NA","NA"
"North Dakota",2015,12,"<10","NA","NA"
"North Dakota",2016,1,"<10","NA","NA"
"North Dakota",2016,2,"<10","NA","NA"
"North Dakota",2016,3,"<10","NA","NA"
"North Dakota",2016,4,"10","NA","NA"
"North Dakota",2016,5,"<10","NA","NA"
"North Dakota",2016,6,"<10","NA","NA"
"North Dakota",2016,7,"<10","NA","NA"
"North Dakota",2016,8,"<10","NA","NA"
"North Dakota",2016,9,"<10","NA","NA"
"North Dakota",2016,10,"<10","NA","NA"
"North Dakota",2016,11,"<10","NA","NA"
"North Dakota",2016,12,"<10","NA","NA"
"North Dakota",2017,1,"<10","NA","NA"
"North Dakota",2017,2,"<10","NA","NA"
"North Dakota",2017,3,"<10","NA","NA"
"North Dakota",2017,4,"<10","NA","NA"
"North Dakota",2017,5,"<10","NA","NA"
"North Dakota",2017,6,"<10","NA","NA"
"North Dakota",2017,7,"<10","NA","NA"
"North Dakota",2017,8,"<10","NA","NA"
"North Dakota",2017,9,"<10","NA","NA"
"North Dakota",2017,10,"<10","NA","NA"
"North Dakota",2017,11,"<10","NA","NA"
"North Dakota",2017,12,"<10","NA","NA"
"North Dakota",2018,1,"10","NA","NA"
"North Dakota",2018,2,"<10","NA","NA"
"North Dakota",2018,3,"<10","NA","NA"
"North Dakota",2018,4,"<10","NA","NA"
"North Dakota",2018,5,"<10","NA","NA"
"North Dakota",2018,6,"<10","NA","NA"
"North Dakota",2018,7,"<10","NA","NA"
"North Dakota",2018,8,"<10","NA","NA"
"North Dakota",2018,9,"10","NA","NA"
"North Dakota",2018,10,"<10","NA","NA"
"North Dakota",2018,11,"<10","NA","NA"
"North Dakota",2018,12,"<10","NA","NA"
"North Dakota",2019,1,"<10","NA","NA"
"North Dakota",2019,2,"<10","NA","NA"
"North Dakota",2019,3,"<10","NA","NA"
"North Dakota",2019,4,"<10","NA","NA"
"North Dakota",2019,5,"<10","NA","NA"
"North Dakota",2019,6,"<10","NA","NA"
"North Dakota",2019,7,"11","NA","NA"
"North Dakota",2019,8,"<10","NA","NA"
"North Dakota",2019,9,"<10","NA","NA"
"North Dakota",2019,10,"<10","NA","NA"
"North Dakota",2019,11,"11","NA","NA"
"North Dakota",2019,12,"<10","NA","NA"
"North Dakota",2020,1,"10","<10","16"
"North Dakota",2020,2,"<10","<10","10"
"North Dakota",2020,3,"<10","<10","<10"
"North Dakota",2020,4,"<10","<10","<10"
"North Dakota",2020,5,"10","<10","16"
"North Dakota",2020,6,"<10","<10","12"
"North Dakota",2020,7,"<10","<10","12"
